Audiofile,start,end,class
S01_U04.CH4.wav,1229.602,1229.953,background
S01_U04.CH4.wav,1229.953,1230.753,foreground
S01_U04.CH4.wav,1230.753,1230.873,background
S01_U04.CH4.wav,1230.873,1231.363,foreground
S01_U04.CH4.wav,1231.363,1232.223,background
S01_U04.CH4.wav,1232.223,1258.832,foreground
S01_U04.CH4.wav,1258.832,1259.423,background
S01_U04.CH4.wav,1259.423,1261.913,foreground
S01_U04.CH4.wav,1261.913,1262.633,background
S01_U04.CH4.wav,1262.633,1264.513,foreground
S01_U04.CH4.wav,1264.513,1264.613,background
S01_U04.CH4.wav,1264.613,1266.863,foreground
S01_U04.CH4.wav,1266.863,1266.873,background
S01_U04.CH4.wav,1266.873,1267.263,foreground
S01_U04.CH4.wav,1267.263,1267.293,background
S01_U04.CH4.wav,1267.293,1267.303,foreground
S01_U04.CH4.wav,1267.303,1267.993,background
S01_U04.CH4.wav,1267.993,1270.092,foreground
S01_U04.CH4.wav,1270.092,1270.293,background
S01_U04.CH4.wav,1270.293,1271.433,foreground
S01_U04.CH4.wav,1271.433,1272.033,background
S01_U04.CH4.wav,1272.033,1278.773,foreground
S01_U04.CH4.wav,1278.773,1278.832,background
S01_U04.CH4.wav,1278.832,1278.852,foreground
S01_U04.CH4.wav,1278.852,1278.923,background
S01_U04.CH4.wav,1278.923,1279.053,foreground
S01_U04.CH4.wav,1279.053,1279.213,background
S01_U04.CH4.wav,1279.213,1279.743,foreground
S01_U04.CH4.wav,1279.743,1280.253,background
S01_U04.CH4.wav,1280.253,1281.342,foreground
S01_U04.CH4.wav,1281.342,1281.693,background
S01_U04.CH4.wav,1281.693,1284.592,foreground
S01_U04.CH4.wav,1284.592,1284.613,background
S01_U04.CH4.wav,1284.613,1284.832,foreground
S01_U04.CH4.wav,1284.832,1284.993,background
S01_U04.CH4.wav,1284.993,1287.033,foreground
S01_U04.CH4.wav,1287.033,1287.123,background
S01_U04.CH4.wav,1287.123,1289.743,foreground
S01_U04.CH4.wav,1289.743,1289.832,background
S01_U04.CH4.wav,1289.832,1290.873,foreground
S01_U04.CH4.wav,1290.873,1291.013,background
S01_U04.CH4.wav,1291.013,1292.082,foreground
S01_U04.CH4.wav,1292.082,1292.523,background
S01_U04.CH4.wav,1292.523,1297.153,foreground
S01_U04.CH4.wav,1297.153,1297.283,background
S01_U04.CH4.wav,1297.283,1300.102,foreground
S01_U04.CH4.wav,1300.102,1301.102,background
S01_U04.CH4.wav,1301.102,1302.842,foreground
S01_U04.CH4.wav,1302.842,1303.463,background
S01_U04.CH4.wav,1303.463,1306.933,foreground
S01_U04.CH4.wav,1306.933,1307.023,background
S01_U04.CH4.wav,1307.023,1307.243,foreground
S01_U04.CH4.wav,1307.243,1307.363,background
S01_U04.CH4.wav,1307.363,1310.653,foreground
S01_U04.CH4.wav,1310.653,1310.963,background
S01_U04.CH4.wav,1310.963,1313.003,foreground
S01_U04.CH4.wav,1313.003,1313.173,background
S01_U04.CH4.wav,1313.173,1313.493,foreground
S01_U04.CH4.wav,1313.493,1313.513,background
S01_U04.CH4.wav,1313.513,1313.643,foreground
S01_U04.CH4.wav,1313.643,1313.653,background
S01_U04.CH4.wav,1313.653,1313.693,foreground
S01_U04.CH4.wav,1313.693,1314.043,background
S01_U04.CH4.wav,1314.043,1315.342,foreground
S01_U04.CH4.wav,1315.342,1315.753,background
S01_U04.CH4.wav,1315.753,1315.773,foreground
S01_U04.CH4.wav,1315.773,1315.783,background
S01_U04.CH4.wav,1315.783,1315.803,foreground
S01_U04.CH4.wav,1315.803,1315.873,background
S01_U04.CH4.wav,1315.873,1315.883,foreground
S01_U04.CH4.wav,1315.883,1316.493,background
S01_U04.CH4.wav,1316.493,1319.753,foreground
S01_U04.CH4.wav,1319.753,1319.773,background
S01_U04.CH4.wav,1319.773,1319.783,foreground
S01_U04.CH4.wav,1319.783,1319.793,background
S01_U04.CH4.wav,1319.793,1320.102,foreground
S01_U04.CH4.wav,1320.102,1320.143,background
S01_U04.CH4.wav,1320.143,1320.213,foreground
S01_U04.CH4.wav,1320.213,1320.733,background
S01_U04.CH4.wav,1320.733,1324.102,foreground
S01_U04.CH4.wav,1324.102,1324.693,background
S01_U04.CH4.wav,1324.693,1329.852,foreground
S01_U04.CH4.wav,1329.852,1330.623,background
S01_U04.CH4.wav,1330.623,1330.643,foreground
S01_U04.CH4.wav,1330.643,1331.852,background
S01_U04.CH4.wav,1331.852,1334.803,foreground
S01_U04.CH4.wav,1334.803,1335.363,background
S01_U04.CH4.wav,1335.363,1345.933,foreground
S01_U04.CH4.wav,1345.933,1346.463,background
S01_U04.CH4.wav,1346.463,1348.953,foreground
S01_U04.CH4.wav,1348.953,1349.003,background
S01_U04.CH4.wav,1349.003,1349.023,foreground
S01_U04.CH4.wav,1349.023,1349.433,background
S01_U04.CH4.wav,1349.433,1363.513,foreground
S01_U04.CH4.wav,1363.513,1363.933,background
S01_U04.CH4.wav,1363.933,1373.263,foreground
S01_U04.CH4.wav,1373.263,1373.653,background
S01_U04.CH4.wav,1373.653,1377.113,foreground
S01_U04.CH4.wav,1377.113,1378.213,background
S01_U04.CH4.wav,1378.213,1378.503,foreground
S01_U04.CH4.wav,1378.503,1378.533,background
S01_U04.CH4.wav,1378.533,1378.543,foreground
S01_U04.CH4.wav,1378.543,1379.062,background
S01_U04.CH4.wav,1379.062,1380.253,foreground
S01_U04.CH4.wav,1380.253,1380.263,background
S01_U04.CH4.wav,1380.263,1381.903,foreground
S01_U04.CH4.wav,1381.903,1382.203,background
S01_U04.CH4.wav,1382.203,1383.332,foreground
S01_U04.CH4.wav,1383.332,1383.763,background
S01_U04.CH4.wav,1383.763,1389.123,foreground
S01_U04.CH4.wav,1389.123,1389.923,background
S01_U04.CH4.wav,1389.923,1391.053,foreground
S01_U04.CH4.wav,1391.053,1391.623,background
S01_U04.CH4.wav,1391.623,1399.023,foreground
S01_U04.CH4.wav,1399.023,1399.092,background
S01_U04.CH4.wav,1399.092,1404.153,foreground
S01_U04.CH4.wav,1404.153,1404.493,background
S01_U04.CH4.wav,1404.493,1404.503,foreground
S01_U04.CH4.wav,1404.503,1404.513,background
S01_U04.CH4.wav,1404.513,1414.243,foreground
S01_U04.CH4.wav,1414.243,1414.332,background
S01_U04.CH4.wav,1414.332,1418.562,foreground
S01_U04.CH4.wav,1418.562,1418.812,background
S01_U04.CH4.wav,1418.812,1428.352,foreground
S01_U04.CH4.wav,1428.352,1429.023,background
S01_U04.CH4.wav,1429.023,1436.493,foreground
S01_U04.CH4.wav,1436.493,1436.553,background
S01_U04.CH4.wav,1436.553,1438.173,foreground
S01_U04.CH4.wav,1438.173,1438.602,background
S01_U04.CH4.wav,1438.602,1439.173,foreground
S01_U04.CH4.wav,1439.173,1439.183,background
S01_U04.CH4.wav,1439.183,1439.243,foreground
S01_U04.CH4.wav,1439.243,1439.253,background
S01_U04.CH4.wav,1439.253,1439.373,foreground
S01_U04.CH4.wav,1439.373,1440.193,background
S01_U04.CH4.wav,1440.193,1441.753,foreground
S01_U04.CH4.wav,1441.753,1442.053,background
S01_U04.CH4.wav,1442.053,1444.003,foreground
S01_U04.CH4.wav,1444.003,1444.102,background
S01_U04.CH4.wav,1444.102,1448.473,foreground
S01_U04.CH4.wav,1448.473,1448.493,background
S01_U04.CH4.wav,1448.493,1450.233,foreground
S01_U04.CH4.wav,1450.233,1450.483,background
S01_U04.CH4.wav,1450.483,1451.373,foreground
S01_U04.CH4.wav,1451.373,1451.863,background
S01_U04.CH4.wav,1451.863,1454.143,foreground
S01_U04.CH4.wav,1454.143,1454.453,background
S01_U04.CH4.wav,1454.453,1466.663,foreground
S01_U04.CH4.wav,1466.663,1466.803,background
S01_U04.CH4.wav,1466.803,1468.143,foreground
S01_U04.CH4.wav,1468.143,1468.163,background
S01_U04.CH4.wav,1468.163,1468.183,foreground
S01_U04.CH4.wav,1468.183,1468.473,background
S01_U04.CH4.wav,1468.473,1468.683,foreground
S01_U04.CH4.wav,1468.683,1468.723,background
S01_U04.CH4.wav,1468.723,1468.803,foreground
S01_U04.CH4.wav,1468.803,1469.253,background
S01_U04.CH4.wav,1469.253,1469.263,foreground
S01_U04.CH4.wav,1469.263,1469.273,background
S01_U04.CH4.wav,1469.273,1473.602,foreground
S01_U04.CH4.wav,1473.602,1473.633,background
S01_U04.CH4.wav,1473.633,1494.453,foreground
S01_U04.CH4.wav,1494.453,1494.473,background
S01_U04.CH4.wav,1494.473,1494.533,foreground
S01_U04.CH4.wav,1494.533,1494.822,background
S01_U04.CH4.wav,1494.822,1498.553,foreground
S01_U04.CH4.wav,1498.553,1498.623,background
S01_U04.CH4.wav,1498.623,1499.883,foreground
S01_U04.CH4.wav,1499.883,1500.832,background
S01_U04.CH4.wav,1500.832,1505.463,foreground
S01_U04.CH4.wav,1505.463,1505.863,background
S01_U04.CH4.wav,1505.863,1505.883,foreground
S01_U04.CH4.wav,1505.883,1505.973,background
S01_U04.CH4.wav,1505.973,1510.082,foreground
S01_U04.CH4.wav,1510.082,1510.102,background
S01_U04.CH4.wav,1510.102,1510.143,foreground
S01_U04.CH4.wav,1510.143,1510.163,background
S01_U04.CH4.wav,1510.163,1510.173,foreground
S01_U04.CH4.wav,1510.173,1510.233,background
S01_U04.CH4.wav,1510.233,1510.263,foreground
S01_U04.CH4.wav,1510.263,1510.273,background
S01_U04.CH4.wav,1510.273,1510.303,foreground
S01_U04.CH4.wav,1510.303,1510.342,background
S01_U04.CH4.wav,1510.342,1510.803,foreground
S01_U04.CH4.wav,1510.803,1512.143,background
S01_U04.CH4.wav,1512.143,1512.303,foreground
S01_U04.CH4.wav,1512.303,1512.523,background
S01_U04.CH4.wav,1512.523,1512.983,foreground
S01_U04.CH4.wav,1512.983,1514.463,background
S01_U04.CH4.wav,1514.463,1514.743,foreground
S01_U04.CH4.wav,1514.743,1514.763,background
S01_U04.CH4.wav,1514.763,1514.783,foreground
S01_U04.CH4.wav,1514.783,1514.812,background
S01_U04.CH4.wav,1514.812,1514.822,foreground
S01_U04.CH4.wav,1514.822,1516.733,background
S01_U04.CH4.wav,1516.733,1517.263,foreground
S01_U04.CH4.wav,1517.263,1517.273,background
S01_U04.CH4.wav,1517.273,1517.592,foreground
S01_U04.CH4.wav,1517.592,1517.713,background
S01_U04.CH4.wav,1517.713,1517.783,foreground
S01_U04.CH4.wav,1517.783,1518.623,background
S01_U04.CH4.wav,1518.623,1519.133,foreground
S01_U04.CH4.wav,1519.133,1520.203,background
S01_U04.CH4.wav,1520.203,1522.803,foreground
S01_U04.CH4.wav,1522.803,1523.303,background
S01_U04.CH4.wav,1523.303,1524.183,foreground
S01_U04.CH4.wav,1524.183,1524.513,background
S01_U04.CH4.wav,1524.513,1531.082,foreground
S01_U04.CH4.wav,1531.082,1531.562,background
S01_U04.CH4.wav,1531.562,1542.303,foreground
S01_U04.CH4.wav,1542.303,1543.013,background
S01_U04.CH4.wav,1543.013,1543.783,foreground
S01_U04.CH4.wav,1543.783,1544.023,background
S01_U04.CH4.wav,1544.023,1544.053,foreground
S01_U04.CH4.wav,1544.053,1544.183,background
S01_U04.CH4.wav,1544.183,1544.753,foreground
S01_U04.CH4.wav,1544.753,1545.113,background
S01_U04.CH4.wav,1545.113,1545.513,foreground
S01_U04.CH4.wav,1545.513,1545.523,background
S01_U04.CH4.wav,1545.523,1545.592,foreground
S01_U04.CH4.wav,1545.592,1545.723,background
S01_U04.CH4.wav,1545.723,1551.673,foreground
S01_U04.CH4.wav,1551.673,1552.092,background
S01_U04.CH4.wav,1552.092,1558.973,foreground
S01_U04.CH4.wav,1558.973,1559.003,background
S01_U04.CH4.wav,1559.003,1561.582,foreground
S01_U04.CH4.wav,1561.582,1561.623,background
S01_U04.CH4.wav,1561.623,1561.633,foreground
S01_U04.CH4.wav,1561.633,1561.842,background
S01_U04.CH4.wav,1561.842,1570.953,foreground
S01_U04.CH4.wav,1570.953,1571.423,background
S01_U04.CH4.wav,1571.423,1577.503,foreground
S01_U04.CH4.wav,1577.503,1580.353,background
S01_U04.CH4.wav,1580.353,1590.693,foreground
S01_U04.CH4.wav,1590.693,1590.713,background
S01_U04.CH4.wav,1590.713,1590.733,foreground
S01_U04.CH4.wav,1590.733,1592.433,background
S01_U04.CH4.wav,1592.433,1594.613,foreground
S01_U04.CH4.wav,1594.613,1594.993,background
S01_U04.CH4.wav,1594.993,1597.733,foreground
S01_U04.CH4.wav,1597.733,1598.453,background
S01_U04.CH4.wav,1598.453,1613.163,foreground
S01_U04.CH4.wav,1613.163,1613.413,background
S01_U04.CH4.wav,1613.413,1618.863,foreground
S01_U04.CH4.wav,1618.863,1619.283,background
S01_U04.CH4.wav,1619.283,1623.103,foreground
S01_U04.CH4.wav,1623.103,1623.353,background
S01_U04.CH4.wav,1623.353,1624.332,foreground
S01_U04.CH4.wav,1624.332,1624.383,background
S01_U04.CH4.wav,1624.383,1624.393,foreground
S01_U04.CH4.wav,1624.393,1624.403,background
S01_U04.CH4.wav,1624.403,1629.533,foreground
S01_U04.CH4.wav,1629.533,1629.923,background
S01_U04.CH4.wav,1629.923,1635.453,foreground
S01_U04.CH4.wav,1635.453,1637.743,background
S01_U04.CH4.wav,1637.743,1638.433,foreground
S01_U04.CH4.wav,1638.433,1638.683,background
S01_U04.CH4.wav,1638.683,1648.963,foreground
S01_U04.CH4.wav,1648.963,1649.263,background
S01_U04.CH4.wav,1649.263,1649.733,foreground
S01_U04.CH4.wav,1649.733,1650.863,background
S01_U04.CH4.wav,1650.863,1661.153,foreground
S01_U04.CH4.wav,1661.153,1661.363,background
S01_U04.CH4.wav,1661.363,1667.363,foreground
S01_U04.CH4.wav,1667.363,1668.033,background
S01_U04.CH4.wav,1668.033,1683.643,foreground
S01_U04.CH4.wav,1683.643,1683.993,background
S01_U04.CH4.wav,1683.993,1684.863,foreground
S01_U04.CH4.wav,1684.863,1685.433,background
S01_U04.CH4.wav,1685.433,1685.443,foreground
S01_U04.CH4.wav,1685.443,1685.503,background
S01_U04.CH4.wav,1685.503,1691.513,foreground
S01_U04.CH4.wav,1691.513,1692.033,background
S01_U04.CH4.wav,1692.033,1692.603,foreground
S01_U04.CH4.wav,1692.603,1693.092,background
S01_U04.CH4.wav,1693.092,1698.403,foreground
S01_U04.CH4.wav,1698.403,1698.423,background
S01_U04.CH4.wav,1698.423,1702.033,foreground
S01_U04.CH4.wav,1702.033,1702.153,background
S01_U04.CH4.wav,1702.153,1705.393,foreground
S01_U04.CH4.wav,1705.393,1705.562,background
S01_U04.CH4.wav,1705.562,1705.683,foreground
S01_U04.CH4.wav,1705.683,1705.693,background
S01_U04.CH4.wav,1705.693,1710.562,foreground
S01_U04.CH4.wav,1710.562,1710.572,background
S01_U04.CH4.wav,1710.572,1710.663,foreground
S01_U04.CH4.wav,1710.663,1710.822,background
S01_U04.CH4.wav,1710.822,1710.943,foreground
S01_U04.CH4.wav,1710.943,1710.953,background
S01_U04.CH4.wav,1710.953,1710.993,foreground
S01_U04.CH4.wav,1710.993,1711.053,background
S01_U04.CH4.wav,1711.053,1711.413,foreground
S01_U04.CH4.wav,1711.413,1711.473,background
S01_U04.CH4.wav,1711.473,1713.153,foreground
S01_U04.CH4.wav,1713.153,1713.393,background
S01_U04.CH4.wav,1713.393,1715.933,foreground
S01_U04.CH4.wav,1715.933,1715.983,background
S01_U04.CH4.wav,1715.983,1715.993,foreground
S01_U04.CH4.wav,1715.993,1716.023,background
S01_U04.CH4.wav,1716.023,1716.062,foreground
S01_U04.CH4.wav,1716.062,1716.072,background
S01_U04.CH4.wav,1716.072,1728.582,foreground
S01_U04.CH4.wav,1728.582,1729.223,background
S01_U04.CH4.wav,1729.223,1731.562,foreground
S01_U04.CH4.wav,1731.562,1731.842,background
S01_U04.CH4.wav,1731.842,1757.353,foreground
S01_U04.CH4.wav,1757.353,1757.623,background
S01_U04.CH4.wav,1757.623,1763.613,foreground
S01_U04.CH4.wav,1763.613,1763.933,background
S01_U04.CH4.wav,1763.933,1765.293,foreground
S01_U04.CH4.wav,1765.293,1765.743,background
S01_U04.CH4.wav,1765.743,1770.743,foreground
S01_U04.CH4.wav,1770.743,1770.873,background
S01_U04.CH4.wav,1770.873,1779.783,foreground
S01_U04.CH4.wav,1779.783,1779.873,background
S01_U04.CH4.wav,1779.873,1785.163,foreground
S01_U04.CH4.wav,1785.163,1785.433,background
S01_U04.CH4.wav,1785.433,1828.113,foreground
S01_U04.CH4.wav,1828.113,1828.283,background
S01_U04.CH4.wav,1828.283,1828.322,foreground
S01_U04.CH4.wav,1828.322,1828.353,background
S01_U04.CH4.wav,1828.353,1834.383,foreground
S01_U04.CH4.wav,1834.383,1835.193,background
S01_U04.CH4.wav,1835.193,1843.143,foreground
S01_U04.CH4.wav,1843.143,1843.562,background
S01_U04.CH4.wav,1843.562,1843.592,foreground
S01_U04.CH4.wav,1843.592,1844.003,background
S01_U04.CH4.wav,1844.003,1851.203,foreground
S01_U04.CH4.wav,1851.203,1852.683,background
S01_U04.CH4.wav,1852.683,1852.693,foreground
S01_U04.CH4.wav,1852.693,1852.713,background
S01_U04.CH4.wav,1852.713,1852.723,foreground
S01_U04.CH4.wav,1852.723,1852.743,background
S01_U04.CH4.wav,1852.743,1853.113,foreground
S01_U04.CH4.wav,1853.113,1853.683,background
S01_U04.CH4.wav,1853.683,1854.533,foreground
S01_U04.CH4.wav,1854.533,1854.673,background
S01_U04.CH4.wav,1854.673,1854.812,foreground
S01_U04.CH4.wav,1854.812,1855.163,background
S01_U04.CH4.wav,1855.163,1861.133,foreground
S01_U04.CH4.wav,1861.133,1861.723,background
S01_U04.CH4.wav,1861.723,1865.663,foreground
S01_U04.CH4.wav,1865.663,1865.723,background
S01_U04.CH4.wav,1865.723,1865.773,foreground
S01_U04.CH4.wav,1865.773,1866.092,background
S01_U04.CH4.wav,1866.092,1876.023,foreground
S01_U04.CH4.wav,1876.023,1876.332,background
S01_U04.CH4.wav,1876.332,1876.373,foreground
S01_U04.CH4.wav,1876.373,1876.463,background
S01_U04.CH4.wav,1876.463,1886.183,foreground
S01_U04.CH4.wav,1886.183,1886.603,background
S01_U04.CH4.wav,1886.603,1892.923,foreground
S01_U04.CH4.wav,1892.923,1893.143,background
S01_U04.CH4.wav,1893.143,1899.373,foreground
S01_U04.CH4.wav,1899.373,1899.383,background
S01_U04.CH4.wav,1899.383,1901.163,foreground
S01_U04.CH4.wav,1901.163,1901.233,background
S01_U04.CH4.wav,1901.233,1901.253,foreground
S01_U04.CH4.wav,1901.253,1901.303,background
S01_U04.CH4.wav,1901.303,1901.463,foreground
S01_U04.CH4.wav,1901.463,1901.483,background
S01_U04.CH4.wav,1901.483,1914.553,foreground
S01_U04.CH4.wav,1914.553,1914.993,background
S01_U04.CH4.wav,1914.993,1930.263,foreground
S01_U04.CH4.wav,1930.263,1930.283,background
S01_U04.CH4.wav,1930.283,1930.293,foreground
S01_U04.CH4.wav,1930.293,1930.342,background
S01_U04.CH4.wav,1930.342,1935.363,foreground
S01_U04.CH4.wav,1935.363,1935.842,background
S01_U04.CH4.wav,1935.842,1935.973,foreground
S01_U04.CH4.wav,1935.973,1936.673,background
S01_U04.CH4.wav,1936.673,1936.693,foreground
S01_U04.CH4.wav,1936.693,1937.043,background
S01_U04.CH4.wav,1937.043,1937.053,foreground
S01_U04.CH4.wav,1937.053,1937.062,background
S01_U04.CH4.wav,1937.062,1940.183,foreground
S01_U04.CH4.wav,1940.183,1940.483,background
S01_U04.CH4.wav,1940.483,1971.953,foreground
S01_U04.CH4.wav,1971.953,1972.273,background
S01_U04.CH4.wav,1972.273,1975.523,foreground
S01_U04.CH4.wav,1975.523,1975.873,background
S01_U04.CH4.wav,1975.873,1979.043,foreground
S01_U04.CH4.wav,1979.043,1979.213,background
S01_U04.CH4.wav,1979.213,1979.283,foreground
S01_U04.CH4.wav,1979.283,1979.293,background
S01_U04.CH4.wav,1979.293,1996.533,foreground
S01_U04.CH4.wav,1996.533,1997.043,background
S01_U04.CH4.wav,1997.043,2009.483,foreground
S01_U04.CH4.wav,2009.483,2009.703,background
S01_U04.CH4.wav,2009.703,2012.023,foreground
S01_U04.CH4.wav,2012.023,2012.062,background
S01_U04.CH4.wav,2012.062,2026.812,foreground
S01_U04.CH4.wav,2026.812,2027.243,background
S01_U04.CH4.wav,2027.243,2031.703,foreground
S01_U04.CH4.wav,2031.703,2032.572,background
S01_U04.CH4.wav,2032.572,2043.803,foreground
S01_U04.CH4.wav,2043.803,2044.153,background
S01_U04.CH4.wav,2044.153,2048.182,foreground
S01_U04.CH4.wav,2048.182,2048.253,background
S01_U04.CH4.wav,2048.253,2052.682,foreground
S01_U04.CH4.wav,2052.682,2053.043,background
S01_U04.CH4.wav,2053.043,2063.233,foreground
S01_U04.CH4.wav,2063.233,2063.512,background
S01_U04.CH4.wav,2063.512,2072.023,foreground
S01_U04.CH4.wav,2072.023,2072.462,background
S01_U04.CH4.wav,2072.462,2081.282,foreground
S01_U04.CH4.wav,2081.282,2081.362,background
S01_U04.CH4.wav,2081.362,2081.382,foreground
S01_U04.CH4.wav,2081.382,2082.003,background
S01_U04.CH4.wav,2082.003,2084.003,foreground
S01_U04.CH4.wav,2084.003,2084.503,background
S01_U04.CH4.wav,2084.503,2085.712,foreground
S01_U04.CH4.wav,2085.712,2085.832,background
S01_U04.CH4.wav,2085.832,2087.003,foreground
S01_U04.CH4.wav,2087.003,2087.072,background
S01_U04.CH4.wav,2087.072,2094.352,foreground
S01_U04.CH4.wav,2094.352,2094.692,background
S01_U04.CH4.wav,2094.692,2107.962,foreground
S01_U04.CH4.wav,2107.962,2108.262,background
S01_U04.CH4.wav,2108.262,2134.452,foreground
S01_U04.CH4.wav,2134.452,2134.882,background
S01_U04.CH4.wav,2134.882,2144.722,foreground
S01_U04.CH4.wav,2144.722,2144.992,background
S01_U04.CH4.wav,2144.992,2156.962,foreground
S01_U04.CH4.wav,2156.962,2157.182,background
S01_U04.CH4.wav,2157.182,2216.253,foreground
S01_U04.CH4.wav,2216.253,2216.882,background
S01_U04.CH4.wav,2216.882,2218.642,foreground
S01_U04.CH4.wav,2218.642,2219.262,background
S01_U04.CH4.wav,2219.262,2231.192,foreground
S01_U04.CH4.wav,2231.192,2231.213,background
S01_U04.CH4.wav,2231.213,2247.052,foreground
S01_U04.CH4.wav,2247.052,2251.162,background
S01_U04.CH4.wav,2251.162,2254.842,foreground
S01_U04.CH4.wav,2254.842,2255.032,background
S01_U04.CH4.wav,2255.032,2255.642,foreground
S01_U04.CH4.wav,2255.642,2256.202,background
S01_U04.CH4.wav,2256.202,2258.342,foreground
S01_U04.CH4.wav,2258.342,2258.523,background
S01_U04.CH4.wav,2258.523,2259.362,foreground
S01_U04.CH4.wav,2259.362,2259.642,background
S01_U04.CH4.wav,2259.642,2260.592,foreground
S01_U04.CH4.wav,2260.592,2261.572,background
S01_U04.CH4.wav,2261.572,2268.612,foreground
S01_U04.CH4.wav,2268.612,2268.832,background
S01_U04.CH4.wav,2268.832,2268.872,foreground
S01_U04.CH4.wav,2268.872,2269.072,background
S01_U04.CH4.wav,2269.072,2269.282,foreground
S01_U04.CH4.wav,2269.282,2270.523,background
S01_U04.CH4.wav,2270.523,2271.483,foreground
S01_U04.CH4.wav,2271.483,2271.652,background
S01_U04.CH4.wav,2271.652,2273.242,foreground
S01_U04.CH4.wav,2273.242,2273.612,background
S01_U04.CH4.wav,2273.612,2273.902,foreground
S01_U04.CH4.wav,2273.902,2273.912,background
S01_U04.CH4.wav,2273.912,2273.942,foreground
S01_U04.CH4.wav,2273.942,2274.142,background
S01_U04.CH4.wav,2274.142,2274.983,foreground
S01_U04.CH4.wav,2274.983,2275.012,background
S01_U04.CH4.wav,2275.012,2275.102,foreground
S01_U04.CH4.wav,2275.102,2275.222,background
S01_U04.CH4.wav,2275.222,2275.233,foreground
S01_U04.CH4.wav,2275.233,2275.463,background
S01_U04.CH4.wav,2275.463,2277.442,foreground
S01_U04.CH4.wav,2277.442,2277.463,background
S01_U04.CH4.wav,2277.463,2283.062,foreground
S01_U04.CH4.wav,2283.062,2283.713,background
S01_U04.CH4.wav,2283.713,2285.892,foreground
S01_U04.CH4.wav,2285.892,2286.202,background
S01_U04.CH4.wav,2286.202,2286.312,foreground
S01_U04.CH4.wav,2286.312,2286.352,background
S01_U04.CH4.wav,2286.352,2289.082,foreground
S01_U04.CH4.wav,2289.082,2289.512,background
S01_U04.CH4.wav,2289.512,2291.023,foreground
S01_U04.CH4.wav,2291.023,2291.172,background
S01_U04.CH4.wav,2291.172,2291.552,foreground
S01_U04.CH4.wav,2291.552,2292.052,background
S01_U04.CH4.wav,2292.052,2298.302,foreground
S01_U04.CH4.wav,2298.302,2298.483,background
S01_U04.CH4.wav,2298.483,2298.642,foreground
S01_U04.CH4.wav,2298.642,2298.842,background
S01_U04.CH4.wav,2298.842,2301.672,foreground
S01_U04.CH4.wav,2301.672,2301.742,background
S01_U04.CH4.wav,2301.742,2302.963,foreground
S01_U04.CH4.wav,2302.963,2303.532,background
S01_U04.CH4.wav,2303.532,2319.952,foreground
S01_U04.CH4.wav,2319.952,2320.302,background
S01_U04.CH4.wav,2320.302,2324.942,foreground
S01_U04.CH4.wav,2324.942,2325.512,background
S01_U04.CH4.wav,2325.512,2329.052,foreground
S01_U04.CH4.wav,2329.052,2330.582,background
S01_U04.CH4.wav,2330.582,2331.132,foreground
S01_U04.CH4.wav,2331.132,2331.192,background
S01_U04.CH4.wav,2331.192,2334.293,foreground
S01_U04.CH4.wav,2334.293,2337.682,background
S01_U04.CH4.wav,2337.682,2343.822,foreground
S01_U04.CH4.wav,2343.822,2344.213,background
S01_U04.CH4.wav,2344.213,2344.372,foreground
S01_U04.CH4.wav,2344.372,2344.572,background
S01_U04.CH4.wav,2344.572,2344.642,foreground
S01_U04.CH4.wav,2344.642,2344.842,background
S01_U04.CH4.wav,2344.842,2370.793,foreground
S01_U04.CH4.wav,2370.793,2370.872,background
S01_U04.CH4.wav,2370.872,2382.213,foreground
S01_U04.CH4.wav,2382.213,2382.222,background
S01_U04.CH4.wav,2382.222,2382.242,foreground
S01_U04.CH4.wav,2382.242,2382.312,background
S01_U04.CH4.wav,2382.312,2404.543,foreground
S01_U04.CH4.wav,2404.543,2404.793,background
S01_U04.CH4.wav,2404.793,2407.032,foreground
S01_U04.CH4.wav,2407.032,2407.402,background
S01_U04.CH4.wav,2407.402,2413.773,foreground
S01_U04.CH4.wav,2413.773,2414.052,background
S01_U04.CH4.wav,2414.052,2421.753,foreground
S01_U04.CH4.wav,2421.753,2422.102,background
S01_U04.CH4.wav,2422.102,2422.112,foreground
S01_U04.CH4.wav,2422.112,2422.122,background
S01_U04.CH4.wav,2422.122,2423.202,foreground
S01_U04.CH4.wav,2423.202,2423.733,background
S01_U04.CH4.wav,2423.733,2428.213,foreground
S01_U04.CH4.wav,2428.213,2428.392,background
S01_U04.CH4.wav,2428.392,2428.572,foreground
S01_U04.CH4.wav,2428.572,2428.602,background
S01_U04.CH4.wav,2428.602,2443.432,foreground
S01_U04.CH4.wav,2443.432,2443.652,background
S01_U04.CH4.wav,2443.652,2443.812,foreground
S01_U04.CH4.wav,2443.812,2443.872,background
S01_U04.CH4.wav,2443.872,2456.983,foreground
S01_U04.CH4.wav,2456.983,2457.122,background
S01_U04.CH4.wav,2457.122,2479.222,foreground
S01_U04.CH4.wav,2479.222,2479.483,background
S01_U04.CH4.wav,2479.483,2499.043,foreground
S01_U04.CH4.wav,2499.043,2499.233,background
S01_U04.CH4.wav,2499.233,2505.412,foreground
S01_U04.CH4.wav,2505.412,2505.832,background
S01_U04.CH4.wav,2505.832,2528.182,foreground
S01_U04.CH4.wav,2528.182,2528.253,background
S01_U04.CH4.wav,2528.253,2533.582,foreground
