Audiofile,start,end,class
S01_U04.CH4.wav,1382.183,1383.253,foreground
S01_U04.CH4.wav,1383.253,1383.803,background
S01_U04.CH4.wav,1383.803,1389.183,foreground
S01_U04.CH4.wav,1389.183,1389.842,background
S01_U04.CH4.wav,1389.842,1390.993,foreground
S01_U04.CH4.wav,1390.993,1391.852,background
S01_U04.CH4.wav,1391.852,1396.223,foreground
S01_U04.CH4.wav,1396.223,1396.253,background
S01_U04.CH4.wav,1396.253,1403.043,foreground
S01_U04.CH4.wav,1403.043,1403.373,background
S01_U04.CH4.wav,1403.373,1403.393,foreground
S01_U04.CH4.wav,1403.393,1403.513,background
S01_U04.CH4.wav,1403.513,1404.553,foreground
S01_U04.CH4.wav,1404.553,1404.582,background
S01_U04.CH4.wav,1404.582,1406.193,foreground
S01_U04.CH4.wav,1406.193,1406.363,background
S01_U04.CH4.wav,1406.363,1406.503,foreground
S01_U04.CH4.wav,1406.503,1406.543,background
S01_U04.CH4.wav,1406.543,1414.153,foreground
S01_U04.CH4.wav,1414.153,1415.123,background
S01_U04.CH4.wav,1415.123,1415.332,foreground
S01_U04.CH4.wav,1415.332,1415.393,background
S01_U04.CH4.wav,1415.393,1415.703,foreground
S01_U04.CH4.wav,1415.703,1415.783,background
S01_U04.CH4.wav,1415.783,1418.363,foreground
S01_U04.CH4.wav,1418.363,1418.822,background
S01_U04.CH4.wav,1418.822,1428.312,foreground
S01_U04.CH4.wav,1428.312,1429.033,background
S01_U04.CH4.wav,1429.033,1430.413,foreground
S01_U04.CH4.wav,1430.413,1430.443,background
S01_U04.CH4.wav,1430.443,1431.943,foreground
S01_U04.CH4.wav,1431.943,1432.072,background
S01_U04.CH4.wav,1432.072,1432.273,foreground
S01_U04.CH4.wav,1432.273,1432.332,background
S01_U04.CH4.wav,1432.332,1436.253,foreground
S01_U04.CH4.wav,1436.253,1436.582,background
S01_U04.CH4.wav,1436.582,1438.143,foreground
S01_U04.CH4.wav,1438.143,1439.213,background
S01_U04.CH4.wav,1439.213,1439.753,foreground
S01_U04.CH4.wav,1439.753,1440.283,background
S01_U04.CH4.wav,1440.283,1440.293,foreground
S01_U04.CH4.wav,1440.293,1440.303,background
S01_U04.CH4.wav,1440.303,1441.723,foreground
S01_U04.CH4.wav,1441.723,1442.092,background
S01_U04.CH4.wav,1442.092,1443.753,foreground
S01_U04.CH4.wav,1443.753,1444.092,background
S01_U04.CH4.wav,1444.092,1445.373,foreground
S01_U04.CH4.wav,1445.373,1446.273,background
S01_U04.CH4.wav,1446.273,1446.283,foreground
S01_U04.CH4.wav,1446.283,1446.303,background
S01_U04.CH4.wav,1446.303,1447.423,foreground
S01_U04.CH4.wav,1447.423,1447.953,background
S01_U04.CH4.wav,1447.953,1448.023,foreground
S01_U04.CH4.wav,1448.023,1448.133,background
S01_U04.CH4.wav,1448.133,1448.203,foreground
S01_U04.CH4.wav,1448.203,1448.703,background
S01_U04.CH4.wav,1448.703,1449.803,foreground
S01_U04.CH4.wav,1449.803,1450.602,background
S01_U04.CH4.wav,1450.602,1450.703,foreground
S01_U04.CH4.wav,1450.703,1450.852,background
S01_U04.CH4.wav,1450.852,1450.913,foreground
S01_U04.CH4.wav,1450.913,1451.013,background
S01_U04.CH4.wav,1451.013,1451.082,foreground
S01_U04.CH4.wav,1451.082,1451.173,background
S01_U04.CH4.wav,1451.173,1451.263,foreground
S01_U04.CH4.wav,1451.263,1451.832,background
S01_U04.CH4.wav,1451.832,1454.082,foreground
S01_U04.CH4.wav,1454.082,1455.562,background
S01_U04.CH4.wav,1455.562,1456.153,foreground
S01_U04.CH4.wav,1456.153,1456.653,background
S01_U04.CH4.wav,1456.653,1457.533,foreground
S01_U04.CH4.wav,1457.533,1457.633,background
S01_U04.CH4.wav,1457.633,1457.933,foreground
S01_U04.CH4.wav,1457.933,1457.943,background
S01_U04.CH4.wav,1457.943,1457.973,foreground
S01_U04.CH4.wav,1457.973,1457.983,background
S01_U04.CH4.wav,1457.983,1460.633,foreground
S01_U04.CH4.wav,1460.633,1460.673,background
S01_U04.CH4.wav,1460.673,1463.003,foreground
S01_U04.CH4.wav,1463.003,1463.233,background
S01_U04.CH4.wav,1463.233,1466.102,foreground
S01_U04.CH4.wav,1466.102,1466.822,background
S01_U04.CH4.wav,1466.822,1467.023,foreground
S01_U04.CH4.wav,1467.023,1467.082,background
S01_U04.CH4.wav,1467.082,1467.273,foreground
S01_U04.CH4.wav,1467.273,1467.773,background
S01_U04.CH4.wav,1467.773,1468.332,foreground
S01_U04.CH4.wav,1468.332,1469.193,background
S01_U04.CH4.wav,1469.193,1470.223,foreground
S01_U04.CH4.wav,1470.223,1470.233,background
S01_U04.CH4.wav,1470.233,1470.253,foreground
S01_U04.CH4.wav,1470.253,1471.293,background
S01_U04.CH4.wav,1471.293,1471.543,foreground
S01_U04.CH4.wav,1471.543,1471.643,background
S01_U04.CH4.wav,1471.643,1471.653,foreground
S01_U04.CH4.wav,1471.653,1471.663,background
S01_U04.CH4.wav,1471.663,1472.633,foreground
S01_U04.CH4.wav,1472.633,1472.643,background
S01_U04.CH4.wav,1472.643,1473.322,foreground
S01_U04.CH4.wav,1473.322,1474.143,background
S01_U04.CH4.wav,1474.143,1474.643,foreground
S01_U04.CH4.wav,1474.643,1474.773,background
S01_U04.CH4.wav,1474.773,1474.822,foreground
S01_U04.CH4.wav,1474.822,1474.933,background
S01_U04.CH4.wav,1474.933,1477.483,foreground
S01_U04.CH4.wav,1477.483,1477.963,background
S01_U04.CH4.wav,1477.963,1479.883,foreground
S01_U04.CH4.wav,1479.883,1480.113,background
S01_U04.CH4.wav,1480.113,1481.683,foreground
S01_U04.CH4.wav,1481.683,1481.743,background
S01_U04.CH4.wav,1481.743,1481.903,foreground
S01_U04.CH4.wav,1481.903,1482.233,background
S01_U04.CH4.wav,1482.233,1482.253,foreground
S01_U04.CH4.wav,1482.253,1482.403,background
S01_U04.CH4.wav,1482.403,1487.812,foreground
S01_U04.CH4.wav,1487.812,1487.993,background
S01_U04.CH4.wav,1487.993,1498.533,foreground
S01_U04.CH4.wav,1498.533,1498.673,background
S01_U04.CH4.wav,1498.673,1499.903,foreground
S01_U04.CH4.wav,1499.903,1500.663,background
S01_U04.CH4.wav,1500.663,1505.342,foreground
S01_U04.CH4.wav,1505.342,1505.753,background
S01_U04.CH4.wav,1505.753,1507.693,foreground
S01_U04.CH4.wav,1507.693,1508.203,background
S01_U04.CH4.wav,1508.203,1510.753,foreground
S01_U04.CH4.wav,1510.753,1512.163,background
S01_U04.CH4.wav,1512.163,1512.352,foreground
S01_U04.CH4.wav,1512.352,1518.693,background
S01_U04.CH4.wav,1518.693,1519.092,foreground
S01_U04.CH4.wav,1519.092,1520.253,background
S01_U04.CH4.wav,1520.253,1522.723,foreground
S01_U04.CH4.wav,1522.723,1524.673,background
S01_U04.CH4.wav,1524.673,1525.283,foreground
S01_U04.CH4.wav,1525.283,1525.633,background
S01_U04.CH4.wav,1525.633,1525.683,foreground
S01_U04.CH4.wav,1525.683,1526.803,background
S01_U04.CH4.wav,1526.803,1529.033,foreground
S01_U04.CH4.wav,1529.033,1530.113,background
S01_U04.CH4.wav,1530.113,1531.013,foreground
S01_U04.CH4.wav,1531.013,1532.103,background
S01_U04.CH4.wav,1532.103,1533.572,foreground
S01_U04.CH4.wav,1533.572,1533.873,background
S01_U04.CH4.wav,1533.873,1535.072,foreground
S01_U04.CH4.wav,1535.072,1535.303,background
S01_U04.CH4.wav,1535.303,1538.603,foreground
S01_U04.CH4.wav,1538.603,1539.213,background
S01_U04.CH4.wav,1539.213,1541.453,foreground
S01_U04.CH4.wav,1541.453,1541.933,background
S01_U04.CH4.wav,1541.933,1542.143,foreground
S01_U04.CH4.wav,1542.143,1543.053,background
S01_U04.CH4.wav,1543.053,1543.733,foreground
S01_U04.CH4.wav,1543.733,1544.213,background
S01_U04.CH4.wav,1544.213,1544.793,foreground
S01_U04.CH4.wav,1544.793,1545.143,background
S01_U04.CH4.wav,1545.143,1545.572,foreground
S01_U04.CH4.wav,1545.572,1545.893,background
S01_U04.CH4.wav,1545.893,1548.353,foreground
S01_U04.CH4.wav,1548.353,1548.363,background
S01_U04.CH4.wav,1548.363,1548.383,foreground
S01_U04.CH4.wav,1548.383,1548.393,background
S01_U04.CH4.wav,1548.393,1548.403,foreground
S01_U04.CH4.wav,1548.403,1548.413,background
S01_U04.CH4.wav,1548.413,1548.523,foreground
S01_U04.CH4.wav,1548.523,1548.603,background
S01_U04.CH4.wav,1548.603,1548.613,foreground
S01_U04.CH4.wav,1548.613,1548.953,background
S01_U04.CH4.wav,1548.953,1549.603,foreground
S01_U04.CH4.wav,1549.603,1550.123,background
S01_U04.CH4.wav,1550.123,1551.713,foreground
S01_U04.CH4.wav,1551.713,1552.143,background
S01_U04.CH4.wav,1552.143,1554.293,foreground
S01_U04.CH4.wav,1554.293,1554.463,background
S01_U04.CH4.wav,1554.463,1554.993,foreground
S01_U04.CH4.wav,1554.993,1555.053,background
S01_U04.CH4.wav,1555.053,1558.572,foreground
S01_U04.CH4.wav,1558.572,1559.123,background
S01_U04.CH4.wav,1559.123,1560.062,foreground
S01_U04.CH4.wav,1560.062,1560.273,background
S01_U04.CH4.wav,1560.273,1560.683,foreground
S01_U04.CH4.wav,1560.683,1561.053,background
S01_U04.CH4.wav,1561.053,1561.533,foreground
S01_U04.CH4.wav,1561.533,1561.873,background
S01_U04.CH4.wav,1561.873,1566.253,foreground
S01_U04.CH4.wav,1566.253,1566.773,background
S01_U04.CH4.wav,1566.773,1566.783,foreground
S01_U04.CH4.wav,1566.783,1566.923,background
S01_U04.CH4.wav,1566.923,1566.933,foreground
S01_U04.CH4.wav,1566.933,1566.953,background
S01_U04.CH4.wav,1566.953,1567.053,foreground
S01_U04.CH4.wav,1567.053,1567.303,background
S01_U04.CH4.wav,1567.303,1569.033,foreground
S01_U04.CH4.wav,1569.033,1569.473,background
S01_U04.CH4.wav,1569.473,1570.373,foreground
S01_U04.CH4.wav,1570.373,1570.613,background
S01_U04.CH4.wav,1570.613,1570.643,foreground
S01_U04.CH4.wav,1570.643,1570.653,background
S01_U04.CH4.wav,1570.653,1570.983,foreground
S01_U04.CH4.wav,1570.983,1571.503,background
S01_U04.CH4.wav,1571.503,1577.473,foreground
S01_U04.CH4.wav,1577.473,1578.553,background
S01_U04.CH4.wav,1578.553,1579.293,foreground
S01_U04.CH4.wav,1579.293,1580.322,background
S01_U04.CH4.wav,1580.322,1583.163,foreground
S01_U04.CH4.wav,1583.163,1583.243,background
S01_U04.CH4.wav,1583.243,1588.713,foreground
S01_U04.CH4.wav,1588.713,1589.303,background
S01_U04.CH4.wav,1589.303,1590.582,foreground
S01_U04.CH4.wav,1590.582,1592.403,background
S01_U04.CH4.wav,1592.403,1594.603,foreground
S01_U04.CH4.wav,1594.603,1595.033,background
S01_U04.CH4.wav,1595.033,1597.653,foreground
S01_U04.CH4.wav,1597.653,1598.653,background
S01_U04.CH4.wav,1598.653,1598.863,foreground
S01_U04.CH4.wav,1598.863,1598.903,background
S01_U04.CH4.wav,1598.903,1599.943,foreground
S01_U04.CH4.wav,1599.943,1600.173,background
S01_U04.CH4.wav,1600.173,1601.023,foreground
S01_U04.CH4.wav,1601.023,1601.193,background
S01_U04.CH4.wav,1601.193,1602.023,foreground
S01_U04.CH4.wav,1602.023,1602.342,background
S01_U04.CH4.wav,1602.342,1606.213,foreground
S01_U04.CH4.wav,1606.213,1606.413,background
S01_U04.CH4.wav,1606.413,1606.572,foreground
S01_U04.CH4.wav,1606.572,1606.582,background
S01_U04.CH4.wav,1606.582,1608.332,foreground
S01_U04.CH4.wav,1608.332,1608.592,background
S01_U04.CH4.wav,1608.592,1613.133,foreground
S01_U04.CH4.wav,1613.133,1613.413,background
S01_U04.CH4.wav,1613.413,1613.423,foreground
S01_U04.CH4.wav,1613.423,1613.433,background
S01_U04.CH4.wav,1613.433,1613.463,foreground
S01_U04.CH4.wav,1613.463,1613.693,background
S01_U04.CH4.wav,1613.693,1618.973,foreground
S01_U04.CH4.wav,1618.973,1619.713,background
S01_U04.CH4.wav,1619.713,1623.023,foreground
S01_U04.CH4.wav,1623.023,1623.543,background
S01_U04.CH4.wav,1623.543,1629.533,foreground
S01_U04.CH4.wav,1629.533,1629.923,background
S01_U04.CH4.wav,1629.923,1634.663,foreground
S01_U04.CH4.wav,1634.663,1634.763,background
S01_U04.CH4.wav,1634.763,1635.092,foreground
S01_U04.CH4.wav,1635.092,1637.863,background
S01_U04.CH4.wav,1637.863,1638.353,foreground
S01_U04.CH4.wav,1638.353,1638.572,background
S01_U04.CH4.wav,1638.572,1639.783,foreground
S01_U04.CH4.wav,1639.783,1639.803,background
S01_U04.CH4.wav,1639.803,1648.403,foreground
S01_U04.CH4.wav,1648.403,1648.423,background
S01_U04.CH4.wav,1648.423,1648.523,foreground
S01_U04.CH4.wav,1648.523,1649.303,background
S01_U04.CH4.wav,1649.303,1649.763,foreground
S01_U04.CH4.wav,1649.763,1650.863,background
S01_U04.CH4.wav,1650.863,1656.223,foreground
S01_U04.CH4.wav,1656.223,1656.342,background
S01_U04.CH4.wav,1656.342,1656.533,foreground
S01_U04.CH4.wav,1656.533,1656.562,background
S01_U04.CH4.wav,1656.562,1664.633,foreground
S01_U04.CH4.wav,1664.633,1664.653,background
S01_U04.CH4.wav,1664.653,1664.693,foreground
S01_U04.CH4.wav,1664.693,1664.743,background
S01_U04.CH4.wav,1664.743,1664.793,foreground
S01_U04.CH4.wav,1664.793,1664.943,background
S01_U04.CH4.wav,1664.943,1667.053,foreground
S01_U04.CH4.wav,1667.053,1667.203,background
S01_U04.CH4.wav,1667.203,1667.493,foreground
S01_U04.CH4.wav,1667.493,1668.033,background
S01_U04.CH4.wav,1668.033,1670.893,foreground
S01_U04.CH4.wav,1670.893,1671.143,background
S01_U04.CH4.wav,1671.143,1674.523,foreground
S01_U04.CH4.wav,1674.523,1674.623,background
S01_U04.CH4.wav,1674.623,1678.403,foreground
S01_U04.CH4.wav,1678.403,1678.433,background
S01_U04.CH4.wav,1678.433,1678.443,foreground
S01_U04.CH4.wav,1678.443,1678.582,background
S01_U04.CH4.wav,1678.582,1678.723,foreground
S01_U04.CH4.wav,1678.723,1678.793,background
S01_U04.CH4.wav,1678.793,1678.803,foreground
S01_U04.CH4.wav,1678.803,1678.832,background
S01_U04.CH4.wav,1678.832,1681.953,foreground
S01_U04.CH4.wav,1681.953,1682.263,background
S01_U04.CH4.wav,1682.263,1682.273,foreground
S01_U04.CH4.wav,1682.273,1682.283,background
S01_U04.CH4.wav,1682.283,1682.332,foreground
S01_U04.CH4.wav,1682.332,1682.363,background
S01_U04.CH4.wav,1682.363,1683.193,foreground
S01_U04.CH4.wav,1683.193,1684.013,background
S01_U04.CH4.wav,1684.013,1684.393,foreground
S01_U04.CH4.wav,1684.393,1685.403,background
S01_U04.CH4.wav,1685.403,1685.783,foreground
S01_U04.CH4.wav,1685.783,1686.203,background
S01_U04.CH4.wav,1686.203,1691.832,foreground
S01_U04.CH4.wav,1691.832,1692.253,background
S01_U04.CH4.wav,1692.253,1692.613,foreground
S01_U04.CH4.wav,1692.613,1693.143,background
S01_U04.CH4.wav,1693.143,1697.603,foreground
S01_U04.CH4.wav,1697.603,1698.003,background
S01_U04.CH4.wav,1698.003,1698.143,foreground
S01_U04.CH4.wav,1698.143,1698.153,background
S01_U04.CH4.wav,1698.153,1698.193,foreground
S01_U04.CH4.wav,1698.193,1698.753,background
S01_U04.CH4.wav,1698.753,1699.203,foreground
S01_U04.CH4.wav,1699.203,1699.763,background
S01_U04.CH4.wav,1699.763,1700.332,foreground
S01_U04.CH4.wav,1700.332,1700.363,background
S01_U04.CH4.wav,1700.363,1700.403,foreground
S01_U04.CH4.wav,1700.403,1700.413,background
S01_U04.CH4.wav,1700.413,1700.433,foreground
S01_U04.CH4.wav,1700.433,1700.553,background
S01_U04.CH4.wav,1700.553,1700.562,foreground
S01_U04.CH4.wav,1700.562,1701.043,background
S01_U04.CH4.wav,1701.043,1702.113,foreground
S01_U04.CH4.wav,1702.113,1702.373,background
S01_U04.CH4.wav,1702.373,1703.963,foreground
S01_U04.CH4.wav,1703.963,1704.183,background
S01_U04.CH4.wav,1704.183,1705.223,foreground
S01_U04.CH4.wav,1705.223,1705.903,background
S01_U04.CH4.wav,1705.903,1705.973,foreground
S01_U04.CH4.wav,1705.973,1706.273,background
S01_U04.CH4.wav,1706.273,1706.332,foreground
S01_U04.CH4.wav,1706.332,1706.562,background
S01_U04.CH4.wav,1706.562,1715.743,foreground
S01_U04.CH4.wav,1715.743,1716.832,background
S01_U04.CH4.wav,1716.832,1718.703,foreground
S01_U04.CH4.wav,1718.703,1719.053,background
S01_U04.CH4.wav,1719.053,1720.743,foreground
S01_U04.CH4.wav,1720.743,1721.243,background
S01_U04.CH4.wav,1721.243,1728.503,foreground
S01_U04.CH4.wav,1728.503,1729.082,background
S01_U04.CH4.wav,1729.082,1729.683,foreground
S01_U04.CH4.wav,1729.683,1730.533,background
S01_U04.CH4.wav,1730.533,1731.523,foreground
S01_U04.CH4.wav,1731.523,1731.763,background
S01_U04.CH4.wav,1731.763,1738.423,foreground
S01_U04.CH4.wav,1738.423,1738.623,background
S01_U04.CH4.wav,1738.623,1752.842,foreground
S01_U04.CH4.wav,1752.842,1753.072,background
S01_U04.CH4.wav,1753.072,1753.163,foreground
S01_U04.CH4.wav,1753.163,1753.183,background
S01_U04.CH4.wav,1753.183,1763.053,foreground
S01_U04.CH4.wav,1763.053,1763.103,background
S01_U04.CH4.wav,1763.103,1765.322,foreground
S01_U04.CH4.wav,1765.322,1765.883,background
S01_U04.CH4.wav,1765.883,1768.353,foreground
S01_U04.CH4.wav,1768.353,1768.613,background
S01_U04.CH4.wav,1768.613,1768.623,foreground
S01_U04.CH4.wav,1768.623,1768.633,background
S01_U04.CH4.wav,1768.633,1768.693,foreground
S01_U04.CH4.wav,1768.693,1769.273,background
S01_U04.CH4.wav,1769.273,1770.763,foreground
S01_U04.CH4.wav,1770.763,1770.893,background
S01_U04.CH4.wav,1770.893,1770.943,foreground
S01_U04.CH4.wav,1770.943,1770.973,background
S01_U04.CH4.wav,1770.973,1770.983,foreground
S01_U04.CH4.wav,1770.983,1771.062,background
S01_U04.CH4.wav,1771.062,1771.143,foreground
S01_U04.CH4.wav,1771.143,1771.153,background
S01_U04.CH4.wav,1771.153,1779.572,foreground
S01_U04.CH4.wav,1779.572,1780.233,background
S01_U04.CH4.wav,1780.233,1785.123,foreground
S01_U04.CH4.wav,1785.123,1785.413,background
S01_U04.CH4.wav,1785.413,1787.082,foreground
S01_U04.CH4.wav,1787.082,1787.213,background
S01_U04.CH4.wav,1787.213,1787.223,foreground
S01_U04.CH4.wav,1787.223,1787.603,background
S01_U04.CH4.wav,1787.603,1789.283,foreground
S01_U04.CH4.wav,1789.283,1789.383,background
S01_U04.CH4.wav,1789.383,1815.062,foreground
S01_U04.CH4.wav,1815.062,1815.533,background
S01_U04.CH4.wav,1815.533,1819.453,foreground
S01_U04.CH4.wav,1819.453,1819.483,background
S01_U04.CH4.wav,1819.483,1827.543,foreground
S01_U04.CH4.wav,1827.543,1827.582,background
S01_U04.CH4.wav,1827.582,1827.603,foreground
S01_U04.CH4.wav,1827.603,1827.613,background
S01_U04.CH4.wav,1827.613,1827.953,foreground
S01_U04.CH4.wav,1827.953,1828.072,background
S01_U04.CH4.wav,1828.072,1828.092,foreground
S01_U04.CH4.wav,1828.092,1828.133,background
S01_U04.CH4.wav,1828.133,1834.103,foreground
S01_U04.CH4.wav,1834.103,1835.342,background
S01_U04.CH4.wav,1835.342,1836.433,foreground
S01_U04.CH4.wav,1836.433,1837.263,background
S01_U04.CH4.wav,1837.263,1839.832,foreground
S01_U04.CH4.wav,1839.832,1840.183,background
S01_U04.CH4.wav,1840.183,1841.643,foreground
S01_U04.CH4.wav,1841.643,1841.663,background
S01_U04.CH4.wav,1841.663,1841.673,foreground
S01_U04.CH4.wav,1841.673,1842.203,background
S01_U04.CH4.wav,1842.203,1843.062,foreground
S01_U04.CH4.wav,1843.062,1844.053,background
S01_U04.CH4.wav,1844.053,1851.213,foreground
S01_U04.CH4.wav,1851.213,1853.683,background
S01_U04.CH4.wav,1853.683,1853.773,foreground
S01_U04.CH4.wav,1853.773,1854.463,background
S01_U04.CH4.wav,1854.463,1854.513,foreground
S01_U04.CH4.wav,1854.513,1855.163,background
S01_U04.CH4.wav,1855.163,1861.123,foreground
S01_U04.CH4.wav,1861.123,1861.743,background
S01_U04.CH4.wav,1861.743,1861.812,foreground
S01_U04.CH4.wav,1861.812,1861.923,background
S01_U04.CH4.wav,1861.923,1862.533,foreground
S01_U04.CH4.wav,1862.533,1862.683,background
S01_U04.CH4.wav,1862.683,1863.213,foreground
S01_U04.CH4.wav,1863.213,1863.822,background
S01_U04.CH4.wav,1863.822,1875.943,foreground
S01_U04.CH4.wav,1875.943,1876.303,background
S01_U04.CH4.wav,1876.303,1880.342,foreground
S01_U04.CH4.wav,1880.342,1880.413,background
S01_U04.CH4.wav,1880.413,1885.293,foreground
S01_U04.CH4.wav,1885.293,1885.743,background
S01_U04.CH4.wav,1885.743,1886.473,foreground
S01_U04.CH4.wav,1886.473,1886.483,background
S01_U04.CH4.wav,1886.483,1888.053,foreground
S01_U04.CH4.wav,1888.053,1888.203,background
S01_U04.CH4.wav,1888.203,1892.933,foreground
S01_U04.CH4.wav,1892.933,1892.953,background
S01_U04.CH4.wav,1892.953,1893.053,foreground
S01_U04.CH4.wav,1893.053,1893.123,background
S01_U04.CH4.wav,1893.123,1894.003,foreground
S01_U04.CH4.wav,1894.003,1894.342,background
S01_U04.CH4.wav,1894.342,1898.953,foreground
S01_U04.CH4.wav,1898.953,1899.123,background
S01_U04.CH4.wav,1899.123,1899.353,foreground
S01_U04.CH4.wav,1899.353,1899.513,background
S01_U04.CH4.wav,1899.513,1899.643,foreground
S01_U04.CH4.wav,1899.643,1899.883,background
S01_U04.CH4.wav,1899.883,1901.153,foreground
S01_U04.CH4.wav,1901.153,1901.363,background
S01_U04.CH4.wav,1901.363,1902.332,foreground
S01_U04.CH4.wav,1902.332,1902.383,background
S01_U04.CH4.wav,1902.383,1911.103,foreground
S01_U04.CH4.wav,1911.103,1911.173,background
S01_U04.CH4.wav,1911.173,1911.183,foreground
S01_U04.CH4.wav,1911.183,1911.243,background
S01_U04.CH4.wav,1911.243,1911.293,foreground
S01_U04.CH4.wav,1911.293,1911.533,background
S01_U04.CH4.wav,1911.533,1913.082,foreground
S01_U04.CH4.wav,1913.082,1913.243,background
S01_U04.CH4.wav,1913.243,1914.683,foreground
S01_U04.CH4.wav,1914.683,1915.043,background
S01_U04.CH4.wav,1915.043,1929.572,foreground
S01_U04.CH4.wav,1929.572,1929.623,background
S01_U04.CH4.wav,1929.623,1929.713,foreground
S01_U04.CH4.wav,1929.713,1929.723,background
S01_U04.CH4.wav,1929.723,1929.743,foreground
S01_U04.CH4.wav,1929.743,1929.763,background
S01_U04.CH4.wav,1929.763,1929.842,foreground
S01_U04.CH4.wav,1929.842,1929.893,background
S01_U04.CH4.wav,1929.893,1930.233,foreground
S01_U04.CH4.wav,1930.233,1930.503,background
S01_U04.CH4.wav,1930.503,1935.423,foreground
S01_U04.CH4.wav,1935.423,1937.113,background
S01_U04.CH4.wav,1937.113,1940.103,foreground
S01_U04.CH4.wav,1940.103,1940.513,background
S01_U04.CH4.wav,1940.513,1955.933,foreground
S01_U04.CH4.wav,1955.933,1956.243,background
S01_U04.CH4.wav,1956.243,1965.293,foreground
S01_U04.CH4.wav,1965.293,1965.443,background
S01_U04.CH4.wav,1965.443,1973.003,foreground
S01_U04.CH4.wav,1973.003,1973.153,background
S01_U04.CH4.wav,1973.153,1973.863,foreground
S01_U04.CH4.wav,1973.863,1974.043,background
S01_U04.CH4.wav,1974.043,1978.123,foreground
S01_U04.CH4.wav,1978.123,1978.153,background
S01_U04.CH4.wav,1978.153,1978.243,foreground
S01_U04.CH4.wav,1978.243,1978.332,background
S01_U04.CH4.wav,1978.332,1978.983,foreground
S01_U04.CH4.wav,1978.983,1979.223,background
S01_U04.CH4.wav,1979.223,1979.623,foreground
S01_U04.CH4.wav,1979.623,1979.983,background
S01_U04.CH4.wav,1979.983,1995.423,foreground
S01_U04.CH4.wav,1995.423,1995.623,background
S01_U04.CH4.wav,1995.623,1996.562,foreground
S01_U04.CH4.wav,1996.562,1996.853,background
S01_U04.CH4.wav,1996.853,2001.003,foreground
S01_U04.CH4.wav,2001.003,2001.243,background
S01_U04.CH4.wav,2001.243,2005.593,foreground
S01_U04.CH4.wav,2005.593,2005.983,background
S01_U04.CH4.wav,2005.983,2009.273,foreground
S01_U04.CH4.wav,2009.273,2009.713,background
S01_U04.CH4.wav,2009.713,2018.463,foreground
S01_U04.CH4.wav,2018.463,2018.473,background
S01_U04.CH4.wav,2018.473,2022.993,foreground
S01_U04.CH4.wav,2022.993,2023.053,background
S01_U04.CH4.wav,2023.053,2023.082,foreground
S01_U04.CH4.wav,2023.082,2023.283,background
S01_U04.CH4.wav,2023.283,2031.003,foreground
S01_U04.CH4.wav,2031.003,2031.082,background
S01_U04.CH4.wav,2031.082,2031.673,foreground
S01_U04.CH4.wav,2031.673,2032.623,background
S01_U04.CH4.wav,2032.623,2043.683,foreground
S01_U04.CH4.wav,2043.683,2043.993,background
S01_U04.CH4.wav,2043.993,2048.242,foreground
S01_U04.CH4.wav,2048.242,2048.262,background
S01_U04.CH4.wav,2048.262,2048.273,foreground
S01_U04.CH4.wav,2048.273,2048.632,background
S01_U04.CH4.wav,2048.632,2052.582,foreground
S01_U04.CH4.wav,2052.582,2053.052,background
S01_U04.CH4.wav,2053.052,2055.722,foreground
S01_U04.CH4.wav,2055.722,2055.742,background
S01_U04.CH4.wav,2055.742,2055.773,foreground
S01_U04.CH4.wav,2055.773,2055.782,background
S01_U04.CH4.wav,2055.782,2072.003,foreground
S01_U04.CH4.wav,2072.003,2072.462,background
S01_U04.CH4.wav,2072.462,2081.102,foreground
S01_U04.CH4.wav,2081.102,2082.412,background
S01_U04.CH4.wav,2082.412,2082.432,foreground
S01_U04.CH4.wav,2082.432,2082.512,background
S01_U04.CH4.wav,2082.512,2083.253,foreground
S01_U04.CH4.wav,2083.253,2084.733,background
S01_U04.CH4.wav,2084.733,2085.592,foreground
S01_U04.CH4.wav,2085.592,2086.012,background
S01_U04.CH4.wav,2086.012,2086.342,foreground
S01_U04.CH4.wav,2086.342,2086.432,background
S01_U04.CH4.wav,2086.432,2086.523,foreground
S01_U04.CH4.wav,2086.523,2086.622,background
S01_U04.CH4.wav,2086.622,2086.872,foreground
S01_U04.CH4.wav,2086.872,2087.182,background
S01_U04.CH4.wav,2087.182,2094.302,foreground
S01_U04.CH4.wav,2094.302,2094.922,background
S01_U04.CH4.wav,2094.922,2102.342,foreground
S01_U04.CH4.wav,2102.342,2102.662,background
S01_U04.CH4.wav,2102.662,2102.762,foreground
S01_U04.CH4.wav,2102.762,2102.782,background
S01_U04.CH4.wav,2102.782,2103.983,foreground
S01_U04.CH4.wav,2103.983,2104.003,background
S01_U04.CH4.wav,2104.003,2104.062,foreground
S01_U04.CH4.wav,2104.062,2104.562,background
S01_U04.CH4.wav,2104.562,2107.852,foreground
S01_U04.CH4.wav,2107.852,2109.043,background
S01_U04.CH4.wav,2109.043,2111.112,foreground
S01_U04.CH4.wav,2111.112,2111.612,background
S01_U04.CH4.wav,2111.612,2113.802,foreground
S01_U04.CH4.wav,2113.802,2113.942,background
S01_U04.CH4.wav,2113.942,2135.812,foreground
S01_U04.CH4.wav,2135.812,2135.892,background
S01_U04.CH4.wav,2135.892,2138.052,foreground
S01_U04.CH4.wav,2138.052,2138.072,background
